title,latitude,longitude
อุบัติเหตุ ถนนเพชรบุรี,13.749574820834999,100.54314404726
อุบัติเหตุ ถนนพระราม 4 ขาเข้า,13.723108209405,100.55200606585
อุบัติเหตุ ถนนวิทยุ,13.738581300385,100.54678112268
อุบัติเหตุ ถนนเกษมราษฎร์,13.710065309019999,100.56381851434999
อุบัติเหตุ ถนนเพชรบุรีตัดใหม่,13.744384911731,100.58613851666
อุบัติเหตุ สะพานสมเด็จพระเจ้าตากสิน ขาออก,13.719045979315,100.51285117865
อุบัติเหตุ ทางด่วนเฉลิมมหานคร ขาเข้า,13.712645023160999,100.57484909892
อุบัติเหตุ ถนนอโศกมนตรี,13.73787261162,100.5616016686
อุบัติเหตุ ถนนพระราม 3,13.702693424265,100.54561436176
อุบัติเหตุ ปากซอยนางลิ้นจี่ 4,13.711231395437,100.54142877459999
อุบัติเหตุ ถนนราชดำริ ขาเข้า,13.74671543484,100.54059192538
อุบัติเหตุ ปากซอยเพชรบุรี 39,13.7497793405,100.55690377951001
อุบัติเหตุ ถนนสุขุมวิท ขาเข้า,13.73007949936,100.5701431632
อุบัติเหตุ ถนนสุขุมวิท ขาเข้า,13.731159503131002,100.56861832738001
อุบัติเหตุ ปากซอยเพชรบุรี 39,13.749787156535001,100.5569024384
อุบัติเหตุ ทางด่วนขั้นที่ 1,13.728968223702,100.55201143026
อุบัติเหตุ ถนนพญาไท,13.749206163918,100.53126990795
อุบัติเหตุ กรุงเทพมหานคร,13.7536323,100.5803157
อุบัติเหตุ กรุงเทพมหานคร,13.753546714783,100.58026885986
อุบัติเหตุ ถนนพระราม 1,13.747394135086,100.52422240375999
อุบัติเหตุ กรุงเทพมหานคร,13.753630638123,100.58031463623001
อุบัติเหตุ กรุงเทพมหานคร,13.7536138,100.5802963
อุบัติเหตุ ถนนสาทรใต้,13.718428430802,100.51541537045999
อุบัติเหตุ ปากซอยสุขุมวิท 8,13.739897058768001,100.55616348982001
อุบัติเหตุ ถนนพิษณุโลก,13.758478425531,100.51922276616
อุบัติเหตุ กรุงเทพมหานคร,13.705358234858998,100.53236156701999
อุบัติเหตุ กรุงเทพมหานคร,13.754004520485001,100.56410484015998
อุบัติเหตุ กรุงเทพมหานคร,13.712967485436002,100.58186911047
อุบัติเหตุ ทางด่วนขั้นที่ 1 ขาเข้า,13.704968335967,100.58895751834
อุบัติเหตุ ถนนเจริญราษฎร์,13.708531798850998,100.51897466183
อุบัติเหตุ ซอยสุขุมวิท 3,13.744311960382,100.55339276791
อุบัติเหตุ ถนนสุขุมวิท ขาเข้า,13.72454912467,100.57796582579999
อุบัติเหตุ กรุงเทพมหานคร,13.717250980165,100.56578960270001
อุบัติเหตุ กรุงเทพมหานคร,13.753632099999999,100.580316
อุบัติเหตุ กรุงเทพมหานคร,13.753632099999999,100.580316
อุบัติเหตุ กรุงเทพมหานคร,13.760366245812,100.55493805556999
อุบัติเหตุ กรุงเทพมหานคร,13.753624800000003,100.5803084
อุบัติเหตุ ถนนเพชรบุรีตัดใหม่ ขาออก,13.744803078848,100.58474108576999
อุบัติเหตุ ถนนอโศกมนตรี ขาเข้า,13.744099619719,100.56237146258002
อุบัติเหตุ ปากซอยเพชรบุรี 36,13.749832750065,100.55573567748002
อุบัติเหตุ ทางพิเศษเฉลิมมหานคร ขาออก,13.715156959999002,100.55838033556999
อุบัติเหตุ ถนนสาทรเหนือ ขาเข้า,13.7183450486,100.51793932915001
อุบัติเหตุ ถนนเพชรบุรี ขาเข้า,13.756230085629001,100.5235786736
อุบัติเหตุ สะพานสมเด็จพระเจ้าตากสิน ขาเข้า,13.719142389695001,100.51336616278
อุบัติเหตุ ถนนอโศกมนตรี,13.747812296829999,100.56315734982
อุบัติเหตุ ถนนกำแพงเพชร 7,13.749776735155,100.5649933219
อุบัติเหตุ ถนนพระราม 3 ขาเข้า,13.70711684346,100.54779365659
อุบัติเหตุ ถนนพระราม 4 ขาเข้า,13.723174653251,100.55168554187
อุบัติเหตุ ถนนพระราม 4,13.728624287377999,100.5385453999
อุบัติเหตุ ถนนพระราม 4,13.730370019561,100.53435981274
อุบัติเหตุ ถนนสุนทรโกษา,13.716166678074,100.56143537164
อุบัติเหตุ ถนนเจริญกรุง,13.740874102291999,100.5117367208
อุบัติเหตุ กรุงเทพมหานคร,13.717608938812,100.55849734694
อุบัติเหตุ ซอยศรีศักรินทร์,13.712801694281001,100.56087948382
อุบัติเหตุ กรุงเทพมหานคร,13.753615099999998,100.5802967
อุบัติเหตุ กรุงเทพมหานคร,13.753632000000001,100.5803157
อุบัติเหตุ ถนนพระราม 9 ขาออก,13.753008643248,100.58894813060999
อุบัติเหตุ สะพานยกระดับถนนรามคำแหง,13.747975132198,100.60387998819
อุบัติเหตุ กรุงเทพมหานคร,13.736583873849002,100.58353912084999
อุบัติเหตุ ถนนอโศกมนตรี,13.747425399541,100.56303396821
อุบัติเหตุ ถนนพระราม 9 ขาเข้า,13.754729443501,100.58109462261
อุบัติเหตุ ทางด่วนขั้นที่ 1,13.752727269709,100.5479156971
อุบัติเหตุ ถนนเจริญกรุง,13.718231700871,100.5150103569
อุบัติเหตุ นครปฐม,13.719619229644001,100.51139909774
อุบัติเหตุ ทางด่วนขั้นที่ 1,13.710634672607998,100.58101549745001
อุบัติเหตุ ถนนรัชดาภิเษก,13.723998034252999,100.56021496653999
อุบัติเหตุ ถนนอโศกมนตรี,13.738210020693,100.56160703301
อุบัติเหตุ ถนนอโศกมนตรี,13.738979936873,100.56174114347
อุบัติเหตุ กรุงเทพมหานคร,13.714954690146,100.56456483900999
อุบัติเหตุ ทางลงสะพานสมเด็จพระเจ้าตากสิน,13.719142389695001,100.51323473454
อุบัติเหตุ ถนนพระราม 4 ขาเข้า,13.732406256425,100.52948758006
อุบัติเหตุ ถนนสาทรใต้ ขาออก,13.718616040649,100.51937296986999
อุบัติเหตุ กรุงเทพมหานคร,13.71886716401,100.51982559264
อุบัติเหตุ กรุงเทพมหานคร,13.721935016436,100.53096413611999
อุบัติเหตุ ถนนสุขุมวิท,13.704155311633,100.60196489096
อุบัติเหตุ ถนนพระราม 4 ขาออก,13.722620953959,100.55345982313
อุบัติเหตุ ถนนพระราม 4 ขาออก,13.729319976239,100.536878407
อุบัติเหตุ กรุงเทพมหานคร,13.744479031965001,100.58616198599
อุบัติเหตุ กรุงเทพมหานคร,13.76171542389,100.55725011975001
อุบัติเหตุ ถนนพระราม 3,13.713249558132999,100.55369451642
อุบัติเหตุ ถนนพระราม 3,13.71808187333,100.55841252208
อุบัติเหตุ ถนนพระราม 9 ขาออก,13.747734135813,100.60513123870001
อุบัติเหตุ ถนนจันทน์,13.709170219764,100.5138784647
อุบัติเหตุ ทางด่วนขั้นที่ 1,13.728960406973,100.55202081799999
